채용제목,근무지,경력,학력,고용형태,상세게시글id,회사,상세url,주요업무,자격요건,우대사항,스킬,채용절차,급여,업종,복지 및 혜택
멀티 로봇 트래픽제어 엔지니어(경력),경기 시흥시 배곧2로 82,경력,대졸이상,정규직 (수습 3개월) 직급/직책,48385845.0,㈜리보틱스,https://www.jobkorea.co.kr/Recruit/GI_Read/48385845?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=148&sc=630,"주요 업무

- 멀티 로봇 트래픽 제어 알고리즘 설계 및 구현: 다수 로봇이 동시에 이동하는 환경에서 경로, 우선순위, 제약 조건을 고려한 트래픽 제어 알고리즘을 설계하고 구현합니다.

- 충돌·정체 방지 로직 개발: 로봇 간 충돌, 교착 상태(Deadlock), 병목 구간을 예방하기 위한 안전하고 효율적인 제어 로직을 개발합니다.

- AI·데이터 기반 트래픽 최적화: 실시간 로봇 상태 및 운영 데이터를 활용하여 이동 예측, 혼잡 완화, 트래픽 효율을 개선하는 최적화 로직을 개발합니다.

- 시뮬레이션 및 실환경 검증: 시뮬레이션 환경과 실제 로봇 운용 환경에서 트래픽 제어 성능을 검증하고 지속적으로 튜닝합니다.

- 운영 환경 문제 분석 및 개선: 현장 적용된 멀티 로봇 트래픽 제어 시스템의 이슈를 분석하고 안정성과 효율을 향상시킵니다.

- MAPF 알고리즘 구현 경험: Multi-Agent Path Finding(MAPF) 알고리즘을 실제 멀티 로봇 환경에 적용하고 최적화하며, 충돌 및 Deadlock 예방 로직을 통합하고 시뮬레이션과 실환경에서 검증한 경험을 보유합니다.","자격 요건

- 경력: 멀티 로봇, AMR/AGV 또는 다중 에이전트 환경에서 트래픽 제어, 경로 계획 관련 실무 경험 3년 이상

- 학력: 컴퓨터공학, 로보틱스, 전자공학, 산업공학 등 관련 학과 학사 이상

- 개발 언어: C++ 기반 알고리즘 및 시스템 개발 경험 3년 이상

- 기본 지식: 자료구조, 알고리즘 설계, 경로 탐색(A*, Dijkstra 등) 및 최적화 기법에 대한 탄탄한 이해

- 수학적 이해: 그래프 이론, 조합 최적화, 확률적 모델 또는 상태 공간 탐색에 대한 이해.","우대 사항
- 최적화 라이브러리: OR-Tools, Gurobi, CPLEX 등 최적화 라이브러리를 활용한 경로 계획/트래픽 제어 경험.
- AI 기반 개발: AI·머신러닝 기반 로봇 이동 예측 및 트래픽 최적화 모델 개발 경험.
- 실환경 적용: AMR/AGV 등 대규모 멀티 로봇 트래픽 제어 시스템의 현장 적용 경험.
- 실시간 시스템 개발 경험: RTOS, 실시간 데이터 처리 및 제어 로직 개발 경험.
- 관련 전공 석사: 로보틱스, 컴퓨터공학, 산업공학 등 관련 전공 석사 이상.",Agent,"",회사 내규에 따름 (면접 후 결정),"",""
ai 개발 경력자,서울 중구,경력3년~10년,학력무관,정규직,48479812.0,㈜넥서스커뮤니티,https://www.jobkorea.co.kr/Recruit/GI_Read/48479812?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=152&sc=630,"이런 업무를 해요
1. 음성 처리 시스템 개발
ㆍ실시간 음성 인식(STT) 시스템 구축 및 최적화
ㆍ음성 합성(TTS) 엔진 연동 및 자연스러운 발화 품질 개선
ㆍ음성 스트리밍 처리 및 저지연 파이프라인 구현

2. 대화 AI 개발
ㆍLLM 기반 대화 시스템 설계 및 구현
ㆍ의도 분류(Intent Classification) 및 개체명 인식(NER) 모델 개발
ㆍRAG(Retrieval-Augmented Generation) 시스템 구축

3. 시스템 아키텍처
ㆍ멀티에이전트 시스템 설계 및 오케스트레이션
ㆍAPI 서버 개발 및 마이크로서비스 아키텍처 구현
ㆍ클라우드 인프라 기반 AI 서빙 환경 구축","ㆍ학력 : 학력무관
ㆍPython 기반 개발 경력 3년 이상
ㆍSTT, TTS, NLP, LLM 중 1개 이상 분야 실무 경험
ㆍRESTful API 설계 및 개발 경험
ㆍGit 기반 협업 경험","이런 분이면 더 좋아요
ㆍ음성 인식 모델 활용 경험
ㆍLLM(GPT, Claude, Llama, Qwen 등) 기반 서비스 개발 경험
ㆍvLLM, TGI 등 LLM 서빙 프레임워크 운영 경험
ㆍ벡터 DB 및 RAG 파이프라인 구축 경험
ㆍ실시간 음성 스트리밍 처리 경험
ㆍAWS/GCP 기반 GPU 인스턴스 운영 경험
ㆍ한국어 음성/언어 처리 도메인 경험
ㆍ컨택센터, 고객상담 도메인 이해","Claude, GCP, GPT, LLM, NLP, RAG, 음성 인식","","","",""
용인세브란스병원 디지털헬스케어 및 정신의학 연구원 모집,경기 용인시 기흥구 동백죽전대로 363  용인세브란스병원,경력무관,대졸이상,계약직 (협의),48318934.0,연세대학교의료원산학협력단,https://www.jobkorea.co.kr/Recruit/GI_Read/48318934?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=153&sc=630,"[업무 내용]

- 프로젝트 관리 및 수행

- UI/UX 스토리보드 기획 및 설계

- 서비스 시나리오 기획 및 분석/설계

- 정부 지원 사업 및 연구 개발 과제 관련 업무

- 관련업무에 대한 벤치마킹 및 분석

- 요구사항 정의, IA, 화면설계, 개발자와의 커뮤니케이션","ㆍ자격요건

- 컴퓨터 공학, 인공지능, 또는 관련 분야 학사 이상 또는 이에 준하는 실무 경험 보유
- 머신러닝 및 딥러닝 프레임워크에 대한 깊은 이해
- LLM, RAG, 에이전트 시스템, Prompt Engineering에 대한 이해
- 클라우드 환경에 대한 이해와 활용 역량
","[우대 사항]

- 대학, 산학협력단 및 유관기관 행정업무 경험자

- 연구비관리시스템 사용 경험자

- LLM 프롬프트 개발 경험자","LLM, RAG","",회사 내규에 따름 (면접 후 결정),"",""
백엔드 개발자 채용,서울 구로구 디지털로 272  101호,경력,학력무관,정규직 (수습 3개월),48393484.0,지아이웍스,https://www.jobkorea.co.kr/Recruit/GI_Read/48393484?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=155&sc=630,"담당업무

ㆍ신규 프로젝트 기획 참여 및 백엔드 시스템 설계/개발

ㆍ운영 중인 앱/웹 서비스의 API 설계, 고도화 및 유지보수

ㆍLegacy 시스템 개선 및 트러블 슈팅

ㆍ프론트엔드와 협업하여 요구사항 분석 및 기능 구현

ㆍAWS 클라우드 + 온프레미스(Linux) 환경에서 배포/운영 지원

ㆍ사내 업무툴/외부 시스템 연동 API 개발

ㆍAI 기능 연동(OCR/LLM) 및 파이프라인 구축 지원","자격요건

ㆍJava 및 Spring Boot 프레임워크에 대한 탄탄한 이해와 1년 이상의 해당 업무를 수행한 분

ㆍJPA/Hibernate 등 ORM 사용에 능숙, RDBMS(PostgreSQL/MySQL) 설계 및 쿼리 작성 가능

ㆍRESTful API 설계 경험 및 협업(기획/프론트) 커뮤니케이션 역량

ㆍGit 기반 형상 관리 및 협업에 익숙

ㆍ주도적으로 문제를 파악하고 해결하는 태도

ㆍAWS 및 온프레미스(Linux) 환경에서 서비스 배포/운영 경험(또는 이에 준하는 이해)

ㆍDocker/Nginx 기반 운영 환경에 대한 기본 이해

ㆍ기본적인 인프라 트러블슈팅 역량(로그/모니터링/네트워크 기초)","우대사항

ㆍ특정 언어/프레임워크에 종속되지 않고, 비즈니스 문제 해결을 위해 필요한 기술을 유연하게 습득하고 적용하실 수 있는 분

ㆍVector DB(임베딩/메모리) 설계 및 활용 경험

ㆍ무중단 배포(Blue/Green 등) 전략을 이해하고 적용해 본 경험

ㆍCI/CD 파이프라인 구축 및 운영 경험

ㆍFirebase 연동 및 활용 경험

ㆍ에이전트 기반 개발 경험(Claude Code, Codex CLI 등)

ㆍ정보처리기사 자격증 소지자","Claude, Linux, LLM, MySQL, Nginx, PostgreSQL, Spring","",회사 내규에 따름 (면접 후 결정),"",""
AI엔지니어 모집(전문연구요원or경력),"경기 과천시 과천대로7나길 60  C동 5층, 6층",경력무관,학력무관,정규직 (수습 3개월),48484425.0,라온피플㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48484425?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=156&sc=630,"도메인 특화 AI기술연구 및 서비스 개발
Gen. Ai(VLM, LLM)모델 파인튜닝, 양자화개발
딥러닝, Vision트랜스포머, 멀티모달 AI 개발
Mobile, NPU, Edge-device Ai모델 최적화 개발","관련분야 5년 이상(석사 및 박사 과정 포함)
Python, C/C++, Java중 1개 이상
GPU Parallelism, Quantization, Continuous Batching 등","컴퓨터공학, 인공지능 관련 전공자 또는 관련학위 보유자
다양한 프레임워크(TensorRT, Tensorflow, PyTorch, ONNX 등)를 활용한 Ai서빙/배포 경험자
WebTRC/RTSP스트리밍 등 다채널 동시분석/처리 경험자","LLM, Python, PyTorch, Tensorflow, 멀티모달","","연봉 5,000~8,000만원 (면접 후 결정)","",""
AI Agent Engineer,서울 강남구,경력3년~7년,학력무관,정규직,48390362.0,파인더갭㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48390362?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=157&sc=630,"이런 업무를 해요
ㆍLLM·VLM·Multi-Agent 기반 연구 성과를 실제 서비스 수준으로 구현하고 PoC Product 전환을 주도
ㆍ모델·데이터·서빙을 통합한 AI 실행 체계 설계 및 SaaS 환경에서의 안정적 운영 구조 구축
ㆍAgentic Workflow(LangGraph 등)를 활용한 다중 에이전트 아키텍처 설계 및 고도화
ㆍ자동화·모니터링·배포 체계 구축을 통한 품질·성능·비용 최적화
ㆍ보안팀·제품팀과 협업하여 AI 기반 보안 자동화 기능의 표준화 및 기술 내재화 추진","이런 분들을 찾고 있어요
ㆍ학력 : 학력무관
ㆍComputer Science, AI, Software Engineering 등 관련 전공 또는 이에 준하는 실무 경험
ㆍ프로덕션 레벨 소프트웨어 엔지니어링 경험(API 설계, 모듈화, 테스트, 배포 등)
ㆍPyTorch, FastAPI, Node/NestJS 등 주요 AI/백엔드 프레임워크 중 하나 이상 활용 경험
ㆍGit 기반 협업 환경, PR 리뷰, 코드 품질 관리 경험
ㆍ연구 결과를 실제 서비스에서 동작하는 제품 형태로 구현할 수 있는 엔지니어링 역량 보유","이런 분이면 더 좋아요
ㆍLLM·VLM·Agent 기반 시스템 설계 및 최적화 경험
ㆍ모델 서빙, 경량화, 성능 최적화, 데이터 파이프라인 등 AI 시스템 효율화 경험
ㆍSaaS/Cloud 환경(AWS/GCP 등)에서 AI 서비스 개발 및 배포 경험
ㆍLangChain, LangGraph, CrewAI 등 최신 Agentic Workflow 프레임워크 경험
ㆍRAG, Tool Use, Function Calling 기반 파이프라인 설계·튜닝 경험
ㆍ자동화·내재화·지식공유(오픈소스, 기술문서, 내부 프레임워크) 경험
ㆍ보안 자동화, 침투테스트, 취약점 분석 플랫폼 등 관련 도메인 경험","Agent, AWS, FastAPI, GCP, LangGraph, 데이터 파이프라인","","","",""
로봇 SW 개발 엔지니어/로봇 AI RAG,서울 강남구 테헤란로 217  3층,경력2년~10년,대졸이상,정규직 (수습 3개월),48436502.0,㈜비전스페이스,https://www.jobkorea.co.kr/Recruit/GI_Read/48436502?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=158&sc=630,"[AI 파트]
ㆍ로봇 학습을 위한 LLM RAG 파인튜닝
ㆍ멀티 에이전트를 통한 다중 로봇 학습 및 최적화 설계 구현
ㆍ이미지 영상 처리 학습
ㆍ로봇 매니퓰레이터 자동화 학습
ㆍ물류 데이터 최적화 로직","ㆍ학력 : 대졸이상
　(또는 석사 학위 이상)
ㆍ로봇 하드웨어 설계 또는 제어 경험자
ㆍ개인(1인) 포트폴리오 (필수)
ㆍROS / ROS2 활용
ㆍC++, Python 등 프로그래밍 능력 (필수)
ㆍPytorch, Tensorflow 등 딥러닝 프레임워크 활용 능력
ㆍ서울 강남에서 근무 가능한 분","이런 분이면 더 좋아요
ㆍ로봇 하드웨어 설계 제어 관련 경험자
ㆍ컴퓨터공학, 로봇공학, 인공지능 관련 석박, 박사 보유자
ㆍ휴머노이드 로봇 설계/학습에 대한 이해와 개발 가능자
ㆍ시뮬레이션 또는 서비스 기반 플랫폼 개발 경험자
ㆍComputer Vision & lmage Geometry & Deep learning 관련 논문 이해 능력 및 활용 경험에 대한 이해
ㆍAI, 디지털 트윈 프로젝트 개발 경험 (관련 경력 2년 이상 보유하신 분)
ㆍVision 및 LiDAR를 활용한 연구 및 경험이 있는 분
ㆍVisual Feature 기반의 위치추정 알고리즘 활용 및 개선 경험
ㆍSensor Fusion 기반 Obstacle State Estimation 경험
ㆍDocker, Git 형상관리 경험
ㆍ로봇, 기계, 전자, 컴퓨터 공학 등 관련 분야 석사 이상 학위자 우대
ㆍ유관분야 현업 경험자","Deep learning, Git, LLM, Python, RAG, Tensorflow","","","",""
[전문연]리서치엔지니어 LLM 포스트트레이닝,서울 용인시 수지구,경력1년~10년,대학원(석사)이상,정규직,48279003.0,Upstage,https://www.jobkorea.co.kr/Recruit/GI_Read/48279003?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=159&sc=630,"이런 업무를 해요
ㆍReinforcement learning for LLM (math, code, general reasoning, tool use)
ㆍEfficient & effective reasoning
ㆍA scalable agentic tool use data synthesis pipeline
ㆍLanguage-specific reward models
ㆍPrecise instruction following
** 기술의 흐름과 상황에 따라서 개발하는 프로젝트는 변화하며, 프로젝트는 각 시점에 LLM 모델 발전에 가장 영향력있는 기술 요소에 집중합니다.","이런 분들을 찾고 있어요
ㆍ학력 : 대학원(석사)이상
ㆍStrongly wanted
　ㆍLLM post-training/fine-tuning을 수행하여 특정 문제에서 최고 성능을 달성해본 경험
　ㆍML과 NLP 토픽으로 국제 학회에서 출판 기록 (1저자 혹은 교신저자)
ㆍMay helpful
　ㆍAI 관련 연구 또는 프로덕트 개발을 리딩한 경험
　ㆍLLM Post-training을 위한 데이터 수집, 생성, 정제등을 수행해 본 경험
　ㆍ국제 혹은 국내 AI 대회 (Kaggle 등) 상위권 입상
　ㆍ0.1%의 성능에 민감하여 제한된 자원과 시간에 최적화를 수행할 수 있는 집중력
　ㆍ논리적인 사고실험을 수행하고 가설/검증의 방식으로 실험 설계 및 결과를 도출할 수 있는 사고력
　ㆍ레슨런을 효과적이고 효율적으로 전파하고 논의할 수 있는 의사소통 능력","이런 분이면 더 좋아요
ㆍ대규모 모델 학습을 위한 프레임워크 사용 경험 (e.g. DeepSpeed)
ㆍLLM 기반 제품 개발 경험
ㆍLLM Post-training을 위한 데이터 수집, 정제, 및 annotation 경험
ㆍAI 및 NLP 관련 국제 학회에서 1저자 혹은 교신저자로 출판 기록
　ㆍE.g. NeurIPS, ICML, ICLR, ACL, NAACL, EMNLP, AAAI, CVPR, ICCV, ECCV 등
ㆍ국제 혹은 국내 AI 대회 (Kaggle 등) 상위권 입상
ㆍ글로벌 고객 대응을 위한 영어 커뮤니케이션 능력","LLM, NLP","","","",""
[SIZL]AI Research,경기 성남시 수정구 금토로 32  OI Center 409호,경력무관,학력무관,정규직 (수습 3개월),48417405.0,㈜시즐,https://www.jobkorea.co.kr/Recruit/GI_Read/48417405?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=160&sc=630,"▷ 주요업무

 - AI 연구소의 전반적인 기술 전략 수립 및 R&D 로드맵 총괄
 - LLM 기반 제조 AI 플랫폼의 아키텍처 설계 및 핵심 모듈 개발 리드
 - 제조 AI(비전, 시계열 등)와 생성형 AI(LLM, RAG) 기술의 융합 방안 연구
 - 엔지니어링 팀(Junior/Senior)의 기술 리딩, 멘토링 및 성과 관리
 - 정부 R&D 과제의 기술 총괄(PL) 역할 및 신규 과제 발굴
 - 사업 기획 리드와 협력하여 신규 AI 솔루션의 기술적 타당성 검토 및 PoC 리딩

 - LangGraph 기반 멀티-에이전트 AI Agent 시스템(Consulting, RAG, Data Query 등) 설계 및 상용화 리딩

 - AI Agent 기반 제조 컨설팅 자동화 프레임워크(Logic Tree, PDCA, Sigma 등) 개발 및 고도화","▷ 자격요건

 - AI/ML 분야 8년 이상 경력 또는 그에 준하는 역량
 - LLM, RAG, Vector DB 등 생성형 AI 기술에 대한 깊은 이해와 실제 상용화 프로젝트 리딩 경험
 - AI 팀/조직(5인 이상)을 리드하고 성공적인 결과물을 도출한 경험
 - 복잡한 비즈니스 문제를 AI 기술로 정의하고 해결책을 설계할 수 있는 역량
 - 뛰어난 커뮤니케이션 능력 및 유관 부서(사업, 영업)와의 협업 능력","▷ 우대사항

 - 제조 산업 AI 솔루션(스마트팩토리, 품질, 설비 등) 개발 리딩 경험
 - 대규모 정부 R&D 과제 총괄(PM/PL) 경험
 - 클라우드(AWS, GCP, Azure) 기반의 대규모 AI 시스템 설계 및 MLOps 파이프라인 구축 경험
 - AI 관련 유명 학회(NeurIPS, ICML, CVPR 등) 논문 게재 또는 특허 출원 경험","Agent, AWS, Azure, GCP, LangGraph, LLM, MLOps, R, RAG","",회사 내규에 따름 (면접 후 결정),"",""
능력 있는 AI/데이터 엔지니어를 모십니다 (경력 2년 이상),서울 서초구 서초대로 320  10층,경력2년,대졸이상,정규직 (수습 3개월),48394248.0,㈜로챗,https://www.jobkorea.co.kr/Recruit/GI_Read/48394248?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=161&sc=630,"담당업무

1. GCP 기반 데이터 파이프라인 구축 및 운영 (Core)

RAG 성능 극대화를 위한 데이터 전처리: 비정형 법률 데이터(PDF, HWP 등)의 텍스트 추출, 노이즈 제거 및 메타데이터 구조화

자동화 파이프라인(ETL) 설계: Airflow(Cloud Composer)를 활용하여 정제된 데이터를 BigQuery로 적재하는 워크플로우 구축

검색/RAG 시스템 연동: BigQuery 데이터와 연동된 검색 엔진(Vector Search 등) 데이터스토어 생성 및 인덱싱 최적화

데이터 최신성 유지 및 파이프라인 모니터링

2. LLM 어플리케이션 및 에이전트 개발

LangGraph를 활용한 Multi-Agent 기반의 법률 문서 처리 워크플로우 설계

RAG 시스템 고도화 (맥락을 고려한 Chunking 전략 수립, Hybrid Search 구현)

비용 효율성을 고려한 sLLM(Gemma, Llama3 등) 경량화 모델 도입 검토 및 테스트

3. Full-stack 서비스 기능 개발


자동 법률 문서 서비스의 백엔드 API 개발 (Python FastAPI 또는 Node.js)

AI 모델의 출력을 효과적으로 보여주는 프론트엔드 UI 개발 및 연동 (React)

사용자 피드백 루프 설계를 통한 데이터 지속 개선","자격요건

1. 데이터 역량

데이터 전처리 및 텍스트 마이닝 역량이 탁월하신 분

Raw Data(PDF, HWP 등)를 정제하여 LLM이 이해하기 쉬운 형태로 가공해 본 실무 경험

정규식(Regex) 활용 및 비정형 데이터 구조화 능력

2. 클라우드 및 인프라

GCP 및 Cloud AI 생태계 활용 경험이 있으신 분

Airflow(DAG 작성) 운영 경험 및 BigQuery SQL 쿼리 작성 능력

GCP 기반의 검색 서비스 관리 경험

3. 개발 역량


Python, Node.js, React, SQL/NoSQL(MongoDB 등)을 활용한 Full-stack 개발 경험

Git을 사용한 형상 관리 및 원활한 협업 능력","우대사항

ㆍ 컴퓨터공학, 등 관련 학과 전공자

ㆍ LangChain / LangGraph 프레임워크를 활용해 복잡한 AI 로직을 구현해 보신 분

ㆍ Cloud Composer(Airflow)를 활용한 대용량 데이터 처리 파이프라인 구축 경험

ㆍ On-premise 또는 Cloud 환경에서 sLLM 파인튜닝(Fine-tuning) 및 서빙 경험

ㆍ Docker, Kubernetes 등 컨테이너 환경에 대한 이해

ㆍ 법률 도메인 또는 문서 자동화 서비스 개발 경험","Agent, Airflow, Docker, ETL, FastAPI, GCP, Kubernetes, LangChain, LangGraph, LLM, MongoDB, Node.js, Python, RAG, React, SQL, Vector Search, 검색 엔진, 데이터 파이프라인","",회사 내규에 따름 (면접 후 결정),"",""
[뷰어스 사업본부] 프롬프트 엔지니어,서울 서초구,경력1년~3년,학력무관,정규직 (수습 3개월),48373822.0,㈜패스트뷰,https://www.jobkorea.co.kr/Recruit/GI_Read/48373822?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=166&sc=630,"이런 업무를 해요
ㆍGPT, Claude, Gemini 등 다양한 LLM 환경에서 정확도, 성능, 비용을 고려한 최적의 프롬프트를 개발합니다.
ㆍ현재 운영 중인 번역 관련 프롬프트를 체계적으로 관리하고 지속적으로 고도화합니다.
ㆍ프롬프트 성능을 평가하기 위한 지표를 설계하고, 반복적인 테스트를 통해 프롬프트 및 서비스 품질을 개선합니다.
ㆍ실험 결과를 기반으로 프롬프트 개선 방향을 도출하고, 서비스에 안정적으로 반영합니다.
ㆍAI를 활용한 다양한 서비스를 구상하고, 실험을 통해 활용방안을 찾습니다","이런 분들을 찾고 있어요
ㆍ학력 : 학력무관
ㆍ[중요] 새로운 기술과 방법을 배우는 데 적극적이며, 새로운 시도와 실험을 즐기시는 분
ㆍ프롬프트/컨텍스트 엔지니어링 실무 경험 1년 이상 또는 이에 준하는 역량을 보유하신 분
ㆍ대규모 언어 모델(LLM) 및 자연어 처리(NLP)에 대한 기본적인 이해
ㆍ비즈니스 요구사항을 논리적으로 구조화하여 AI가 실행 가능한 단계로 설계할 수 있는 문제 해결 능력
ㆍAI 모델의 응답 품질을 정량적으로 평가하고, 반복적인 실험을 통해 지속적으로 개선해본 경험

▶이런 분과 함께 하고 싶어요.
ㆍ자신이 만든 서비스가 성장하는 과정을 함께 경험하고 싶은 분
ㆍ기술적 완성도뿐 아니라 제품에 대한 애착을 가지고 개선 아이디어를 제안할 수 있는 분
ㆍ개인의 성과보다 팀의 목표를 함께 고민하고 협업을 중시하는 분
ㆍ문제 상황에서도 책임감을 가지고 해결을 끝까지 고민하는 분","이런 분이면 더 좋아요
ㆍLLM을 활용한 번역 업무 또는 번역 관련 서비스 개발 경험
ㆍPython, PyTorch 등을 활용한 모델 파인튜닝 경험
ㆍPoC 단계부터 실제 운영 환경까지 AI 서비스 품질을 설계?검증?개선하는 전 과정을 주도적으로 수행해본 경험
ㆍJira, Confluence 등 협업 도구 사용 경험
ㆍBackend 또는 Frontend 개발 경험","Claude, Gemini, LLM, NLP, PyTorch, 자연어 처리","","","",""
[플랫폼본부] AX-Tech실 AI 에이전트 엔지니어,성남시 분당구,경력3년,학력무관,정규직,,넥슨,https://www.gamejob.co.kr/Recruit/GI_Read/View?GI_No=275371,"주요 업무
AI 기반 개발자 서비스 개발 및 운영
- 개발자의 온보딩과 업무 효율을 돕는 서비스를 주도적으로 개발합니다.
- LLM 등 외부 AI 서비스를 활용하여 서비스의 핵심 기능을 설계하고 직접 구현합니다.
- 서비스 목적에 맞춰 효과적인 프롬프트와 에이전트 파이프라인을 설계하고 지속적으로 고도화합니다.

AI 기술 리서치 및 가치 검증
- 개발 생산성을 극대화할 최신 AI 기술, 모델, 프레임워크를 리서치하고 기술 검증을 통해 실효성을 검증합니다.","지원 자격
개발 경력 3년 이상이신 분
Python, TypeScript, C++, C# 중 하나 이상의 언어로 능숙하게 개발 가능하신 분
특정 기술 스택에 얽매이지 않고, 웹 프론트엔드부터 백엔드, 게임 엔진까지 유연하게 넘나들며 개발할 수 있는 풀스택 역량을 갖추신 분
AI 기술과 서비스에 대한 깊은 관심과 열정을 바탕으로 스스로 문제를 정의하고 해결하며 빠르게 학습하고 성장하시는 분","우대 사항
게임 개발 과정을 경험해보셨거나, 이에 대한 이해도가 높으신 분
Cursor, GitHub Copilot 등 AI 기반 개발 도구 활용에 능숙하며, 이를 통해 실제 개발 생산성을 크게 향상 시켜본 경험이 있으신 분
LLM 기반의 챗봇, RAG 시스템 등 AI Agent 서비스 개발을 처음부터 끝까지 경험해보신 분
프롬프트 최적화 경험이 있으신 분
AWS 운영 경험 또는 DevOps 경험이 있으신 분
처음 접하는 분야나 코드도 두려움 없이 파악하고 빠르게 기여할 수 있으신 분","Agent, AWS, DevOps, GitHub, LLM, Python, RAG, TypeScript","","","",""
